transaction_id,procedure_id,trans_group_id,trans_group_en,procedure_name_en,instance_date,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,month_year,month,season
1-11-2016-11512,11,1,Sales,Sell,2016-10-05,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL Dhafrah-3,,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,119.47,1750000.0,14648.03,,,1.0,1.0,0.0,2016-10,10,Autumn
1-11-2023-1893,11,1,Sales,Sell,2023-01-23,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,SUMMER 1,1306.0,SEASONS COMMUNITY- SUMMER,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,106.73,590000.0,5527.97,,,1.0,1.0,0.0,2023-01,1,Winter
1-102-2016-14636,102,1,Sales,Sell - Pre registration,2016-11-14,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,507,Al Yelayiss 2,,1787.0,SAFI TOWNHOUSES,TOWN SQUARE,Dubai Cycling Course,,,3 B/R,0,194.4,1384888.0,7123.91,,,1.0,1.0,0.0,2016-11,11,Autumn
1-11-2021-20182,11,1,Sales,Sell,2021-11-12,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,Lakepoint N2,,,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,3 B/R,1,181.25,1085000.0,5986.21,,,1.0,1.0,0.0,2021-11,11,Autumn
2-13-2022-6641,13,2,Mortgages,Mortgage Registration,2022-05-17,4,Villa,4.0,Villa,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,,1690.0,MAPLE 2 ,DUBAI HILLS - MAPLE 2,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,5 B/R,0,279.92,3000000.0,10717.35,,,1.0,1.0,0.0,2022-05,5,Spring
1-102-2021-21694,102,1,Sales,Sell - Pre registration,2021-11-22,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,Regalia,2270.0,Regalia,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,41.6,653497.0,15709.06,,,1.0,1.0,0.0,2021-11,11,Autumn
2-13-2011-3548,13,2,Mortgages,Mortgage Registration,2011-06-23,4,Villa,,,Residential,1,Existing Properties,396,Al Khawaneej First,,,,,,,,,0,1184.51,446278.0,376.76,,,1.0,1.0,0.0,2011-06,6,Summer
2-14-2014-789,14,2,Mortgages,Modify Mortgage,2014-08-04,4,Villa,,,Commercial,1,Existing Properties,484,Nadd Hessa,,,,Silicon Oasis,IMG World Adventures,,,,0,344.11,3075000.0,8936.1,,,1.0,1.0,0.0,2014-08,8,Summer
1-110-2010-267,110,1,Sales,Lease to Own Registration,2010-03-02,3,Unit,101.0,Hotel Apartment,Hospitality ,1,Existing Properties,390,Burj Khalifa,Burj Lake Hotel - The Address DownTown,,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,81.75,2475000.0,30275.23,,,4.0,2.0,2.0,2010-03,3,Spring
1-102-2019-10845,102,1,Sales,Sell - Pre registration,2019-07-18,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,467,Wadi Al Safa 5,,2142.0,Arabian Ranches III - JOY,,Hamdan Sports Complex,,,4 B/R,0,246.43,2056888.0,8346.74,,,1.0,1.0,0.0,2019-07,7,Summer
1-11-2021-1223,11,1,Sales,Sell,2021-01-26,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA RESIDENCE B,,,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,55.93,515000.0,9207.94,,,1.0,1.0,0.0,2021-01,1,Winter
1-110-2010-1982,110,1,Sales,Lease to Own Registration,2010-07-26,4,Villa,,,Commercial,1,Existing Properties,352,Al Thanayah Fourth,,,,Meadows 5,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,601.08,1736888.0,2889.61,,,2.0,2.0,6.0,2010-07,7,Summer
1-11-2014-8773,11,1,Sales,Sell,2014-03-31,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,ATLANTIC TOWER 1,513.0,THE ATLANTIC,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,83.79,843824.0,10070.7,,,1.0,1.0,0.0,2014-03,3,Spring
1-102-2023-12513,102,1,Sales,Sell - Pre registration,2023-03-16,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,441,Al Barsha South Fourth,Binghatti Corner,2478.0,Binghatti Corner,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,63.7,655000.0,10282.57,,,1.0,1.0,0.0,2023-03,3,Spring
1-102-2012-5486,102,1,Sales,Sell - Pre registration,2012-12-07,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,390,Burj Khalifa,The Address - The BLVD,1328.0,THE ADDRESS - THE BLVD,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,84.08,1771888.0,21073.83,,,1.0,1.0,0.0,2012-12,12,Winter
1-11-2015-1038,11,1,Sales,Sell,2015-01-15,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,TNARO,1459.0,TANARO,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,1 B/R,1,67.17,1400000.0,20842.64,,,1.0,1.0,0.0,2015-01,1,Winter
1-102-2007-7659,102,1,Sales,Sell - Pre registration,2009-08-12,3,Unit,42.0,Office,Commercial,0,Off-Plan Properties,526,Business Bay,BAYSWATER BAY BY OMNIYAT,1175.0,BAYSWATER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,,1,74.89,1049297.0,14011.18,,,1.0,2.0,0.0,2009-08,8,Summer
2-105-2013-170,105,2,Mortgages,Mortgage Pre-Registration,2013-10-07,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,334,Al Jadaf,D1,623.0,D1,Culture Village,Dubai International Airport,Al Jadaf Metro Station,City Centre Mirdif,3 B/R,1,161.99,1500000.0,9259.83,,,1.0,1.0,0.0,2013-10,10,Autumn
1-102-2015-15262,102,1,Sales,Sell - Pre registration,2015-12-09,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,507,Al Yelayiss 2,TOWN SQUARE SAFI 2B,1646.0,TOWN SQUARE SAFI,TOWN SQUARE,Dubai Cycling Course,,,2 B/R,1,86.29,845888.0,9802.85,,,1.0,1.0,0.0,2015-12,12,Winter
3-9-2022-4162,9,3,Gifts,Grant,2022-12-15,3,Unit,60.0,Flat,Residential,1,Existing Properties,409,Al Barshaa South Third,SYANN PARK 1,295.0,SYANN PARK1,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,91.54,567304.0,6197.34,,,1.0,2.0,0.0,2022-12,12,Winter
1-11-2009-210592,11,1,Sales,Sell,2009-05-19,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,South Ridge 4,,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,90.49,991888.0,10961.3,,,1.0,1.0,0.0,2009-05,5,Spring
1-102-2016-2160,102,1,Sales,Sell - Pre registration,2016-03-14,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,435,Al Hebiah Fourth,RUFI WATER FRONT RESIDENCY,500.0,RUFI WATER FRONT RESIDENCY,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,0,115.7,688050.0,5946.85,,,1.0,1.0,0.0,2016-03,3,Spring
1-11-2023-22031,11,1,Sales,Sell,2023-07-12,3,Unit,60.0,Flat,Residential,1,Existing Properties,334,Al Jadaf,Binghatti Avenue,2185.0,Binghatti Avenue,Dubai Health Care City Phase 2,Downtown Dubai,Healthcare City Metro Station,Dubai Mall,1 B/R,1,65.75,800000.0,12167.3,,,2.0,2.0,0.0,2023-07,7,Summer
1-11-2022-8922,11,1,Sales,Sell,2022-04-26,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Jumeirah Gate Tower 1,1790.0,Jumeirah Gate,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,3 B/R,1,173.52,6800000.0,39188.57,,,1.0,1.0,0.0,2022-04,4,Spring
1-102-2018-5998,102,1,Sales,Sell - Pre registration,2018-04-30,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,485,Me'Aisem First,DANIA 3,1731.0,MIDTOWN - DANIA,International Media Production Zone,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,1,61.73,727111.0,11778.89,,,1.0,1.0,0.0,2018-04,4,Spring
1-11-2011-14074,11,1,Sales,Sell,2011-09-08,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,CONCORDE TOWER 1,883.0,CONCORDE TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,70.37,967484.0,13748.53,,,1.0,1.0,0.0,2011-09,9,Autumn
1-102-2020-1734,102,1,Sales,Sell - Pre registration,2020-02-06,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,Grand Bleu Tower interiors by Elie Saab Tower 1,2152.0,Grand Bleu Tower interiors by Elie Saab,,,,,2 B/R,1,129.03,3201888.0,24815.07,,,1.0,1.0,0.0,2020-02,2,Winter
1-11-2021-6528,11,1,Sales,Sell,2021-04-21,3,Unit,60.0,Flat,Residential,1,Existing Properties,307,Al Safouh First,Hilliana Tower,137.0,HILIANA,TECOM Site B,Burj Al Arab,Dubai Internet City,Mall of the Emirates,2 B/R,1,130.74,800000.0,6119.01,,,1.0,2.0,0.0,2021-04,4,Spring
1-102-2022-42569,102,1,Sales,Sell - Pre registration,2022-12-20,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,412,Al Merkadh,KENSINGTON WATERS B,2300.0,KENSINGTON WATERS,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,115.24,1903151.0,16514.67,,,1.0,1.0,0.0,2022-12,12,Winter
1-11-2016-8554,11,1,Sales,Sell,2016-07-21,3,Unit,60.0,Flat,Residential,1,Existing Properties,334,Al Jadaf,D1,623.0,D1,Culture Village,Dubai International Airport,Al Jadaf Metro Station,City Centre Mirdif,2 B/R,1,130.86,2200000.0,16811.86,,,1.0,2.0,0.0,2016-07,7,Summer
2-13-2019-5496,13,2,Mortgages,Mortgage Registration,2019-08-27,1,Land,,,Other,1,Existing Properties,406,Nad Al Shiba Fourth,,,,,IMG World Adventures,Creek Metro Station,,,0,1634.84,750000.0,458.76,,,1.0,1.0,0.0,2019-08,8,Summer
1-41-2023-12476,41,1,Sales,Delayed Sell,2023-07-05,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,The Address Residences Dubai Opera T1,1695.0,THE ADDRESS DUBAI OPERA,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,3 B/R,1,146.18,7700000.0,52674.78,,,2.0,1.0,0.0,2023-07,7,Summer
2-110-2015-162,110,2,Mortgages,Lease to Own Registration,2015-02-02,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,GREEN LAKES S2,,,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,2 B/R,1,156.08,1837500.0,11772.81,1837500.0,11773.0,2.0,2.0,2.0,2015-02,2,Winter
1-11-2021-3908,11,1,Sales,Sell,2021-03-11,3,Unit,60.0,Flat,Residential,1,Existing Properties,526,Business Bay,NOURA TOWER,1670.0,AL HABTOOR CITY,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,123.63,1563620.0,12647.58,,,1.0,1.0,0.0,2021-03,3,Spring
1-41-2021-6210,41,1,Sales,Delayed Sell,2021-06-17,1,Land,,,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,,1014.0,Emerald Hills at Dubai Hills,DUBAI HILLS - EMERALD HILLS,IMG World Adventures,Noor Bank Metro Station,Mall of the Emirates,,0,691.05,3220394.0,4660.15,,,1.0,1.0,0.0,2021-06,6,Summer
1-11-2010-16821,11,1,Sales,Sell,2010-11-22,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,ATTESSA X2,,,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,1 B/R,1,106.0,1630000.0,15377.36,,,1.0,1.0,0.0,2010-11,11,Autumn
1-102-2016-6708,102,1,Sales,Sell - Pre registration,2016-06-06,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,351,Al Thanyah Third,Vida Residences 1 & 2 - The Hills,1346.0,The Hills,,Burj Al Arab,Damac Properties,Marina Mall,1 B/R,1,81.14,1147648.0,14144.05,,,1.0,1.0,0.0,2016-06,6,Summer
1-41-2022-19941,41,1,Sales,Delayed Sell,2022-11-15,1,Land,,,Residential,1,Existing Properties,435,Al Hebiah Fourth,,2054.0,Elysian Mansions,TILAL AL GHAF,,,,,0,924.83,19580000.0,21171.46,,,1.0,1.0,0.0,2022-11,11,Autumn
1-11-2017-13810,11,1,Sales,Sell,2017-11-14,4,Villa,4.0,Villa,Residential,1,Existing Properties,351,Al Thanyah Third,,,,,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,0,227.62,2400000.0,10543.89,,,1.0,2.0,0.0,2017-11,11,Autumn
2-13-2020-3506,13,2,Mortgages,Mortgage Registration,2020-05-18,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,,,,Springs - 1,Sports City Swimming Academy,Damac Properties,Marina Mall,3 B/R,0,561.57,1368750.0,2437.36,,,1.0,1.0,0.0,2020-05,5,Spring
1-11-2011-16492,11,1,Sales,Sell,2011-11-01,3,Unit,42.0,Office,Commercial,1,Existing Properties,350,Al Thanyah Fifth,JUMEIRA Business Center 2,7.0,JUMEIRAH BUSINESS CENTRE2,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Office,1,95.04,585416.0,6159.68,,,1.0,1.0,0.0,2011-11,11,Autumn
1-11-2015-18191,11,1,Sales,Sell,2015-12-10,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,SABA 3,464.0,SABA TOWER 3,Jumeirah Lakes Towers,Burj Al Arab,Marina Mall Metro Station,Marina Mall,1 B/R,1,72.16,1140000.0,15798.23,,,2.0,1.0,0.0,2015-12,12,Winter
3-9-2016-1622,9,3,Gifts,Grant,2016-11-23,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,AURORA W1,,,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,130.53,2388520.0,18298.63,,,1.0,1.0,0.0,2016-11,11,Autumn
1-41-2009-200027,41,1,Sales,Delayed Sell,2009-06-18,3,Unit,60.0,Flat,Residential,1,Existing Properties,444,Al Hebiah First,NORTON COURT 1,,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,99.03,720000.0,7270.52,,,1.0,1.0,0.0,2009-06,6,Summer
3-9-2019-1794,9,3,Gifts,Grant,2019-06-19,3,Unit,112.0,Hotel Rooms,Hospitality ,1,Existing Properties,526,Business Bay,DAMAC TOWERS BY PARAMOUNT (C),443.0,DAMAC TOWERS BY PARAMOUNT,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,57.63,713402.0,12379.0,,,1.0,1.0,0.0,2019-06,6,Summer
1-102-2014-11251,102,1,Sales,Sell - Pre registration,2014-09-23,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,506,Al Yelayiss 1,,1488.0,REEM - MIRA OASIS COMMUNITY,,Dubai Cycling Course,,,3 B/R,0,221.0,1503888.0,6804.92,,,1.0,1.0,0.0,2014-09,9,Autumn
1-133-2014-337,133,1,Sales,Development Registration,2014-03-04,3,Unit,60.0,Flat,Residential,1,Existing Properties,459,Dubai Investment Park Second,RITAJ  A,1042.0,RITAJ,Dubai Investment Park Second,Expo 2020 Site,,,Studio,1,43.78,370000.0,8451.35,,,1.0,1.0,0.0,2014-03,3,Spring
3-9-2018-809,9,3,Gifts,Grant,2018-04-16,3,Unit,60.0,Flat,Residential,1,Existing Properties,335,Nad Al Shiba First,THE POLO RESIDENCE - C6,1538.0,THE POLO RESIDENCE,Meydan,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,142.58,1534716.0,10763.89,,,1.0,1.0,0.0,2018-04,4,Spring
2-190-2017-85,190,2,Mortgages,Delayed Mortgage,2017-02-27,4,Villa,,,Residential,1,Existing Properties,485,Me'Aisem First,,171.0,ORANGE LAKE,Jumeirah Golf Estates,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,787.0,3480000.0,4421.86,,,1.0,1.0,0.0,2017-02,2,Winter
1-102-2020-6068,102,1,Sales,Sell - Pre registration,2020-04-09,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,467,Wadi Al Safa 5,,1817.0,Villanova Amaranta ,,IMG World Adventures,,,4 B/R,0,230.04,1576000.0,6850.98,,,1.0,1.0,0.0,2020-04,4,Spring
1-102-2010-1733,102,1,Sales,Sell - Pre registration,2010-02-23,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,OCEAN HEIGHTS,431.0,OCEAN HEIGHTS,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,131.92,2200000.0,16676.77,,,1.0,1.0,0.0,2010-02,2,Winter
1-102-2015-11581,102,1,Sales,Sell - Pre registration,2015-08-24,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,441,Al Barsha South Fourth,KENSINGTON MANOR,637.0,KNIGHT BRIDGE COURT & KENSNGTON MANOR,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,42.88,367000.0,8558.77,,,1.0,1.0,0.0,2015-08,8,Summer
1-11-2011-16239,11,1,Sales,Sell,2011-11-01,3,Unit,42.0,Office,Commercial,1,Existing Properties,350,Al Thanyah Fifth,Jumeirah Business Center 5,2.0,JUMEIRAH BUSINESS CENTRE 5,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,Office,1,99.96,1416211.0,14167.78,,,1.0,1.0,0.0,2011-11,11,Autumn
1-102-2023-2019,102,1,Sales,Sell - Pre registration,2023-01-12,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,414,Al Barshaa South Second,Opalz By Danube - Tower 1,2465.0,Opalz By Danube,Dubiotech,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,85.69,975000.0,11378.22,,,1.0,1.0,0.0,2023-01,1,Winter
3-9-2015-1829,9,3,Gifts,Grant,2015-12-14,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai, DM MESK,,,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,3 B/R,1,164.16,3252644.0,19813.86,,,1.0,3.0,0.0,2015-12,12,Winter
1-11-2009-220157,11,1,Sales,Sell,2009-12-08,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,AL HASEER B7,,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,1 B/R,1,105.91,1200000.0,11330.37,,,1.0,1.0,0.0,2009-12,12,Winter
1-11-2009-220792,11,1,Sales,Sell,2009-12-23,3,Unit,101.0,Hotel Apartment,Hospitality ,1,Existing Properties,390,Burj Khalifa,Burj Lake Hotel - The Address DownTown,,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,73.95,2100000.0,28397.57,,,1.0,1.0,0.0,2009-12,12,Winter
1-45-2015-700,45,1,Sales,Sell Development,2015-12-21,3,Unit,60.0,Flat,Residential,1,Existing Properties,484,Nadd Hessa,DUNES,762.0,THE DUNES,Silicon Oasis,IMG World Adventures,,,Studio,1,39.61,438000.0,11057.81,,,1.0,1.0,0.0,2015-12,12,Winter
1-102-2020-7268,102,1,Sales,Sell - Pre registration,2020-05-04,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,412,Al Merkadh,Sobha Hartland One Park Avenue,2166.0,Sobha Hartland One Park Avenue ,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,68.82,1140801.0,16576.59,,,1.0,1.0,0.0,2020-05,5,Spring
1-102-2017-9228,102,1,Sales,Sell - Pre registration,2017-05-03,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,441,Al Barsha South Fourth,Milano Giovanni Boutique Suites,1784.0,Milano Giovanni Boutique Suites,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,Studio,1,35.03,510000.0,14558.95,,,1.0,1.0,0.0,2017-05,5,Spring
2-13-2020-3503,13,2,Mortgages,Mortgage Registration,2020-05-18,4,Villa,4.0,Villa,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,,1690.0,MAPLE 2 ,DUBAI HILLS - MAPLE 2,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,5 B/R,0,352.06,1470000.0,4175.42,,,1.0,1.0,0.0,2020-05,5,Spring
1-102-2016-1392,102,1,Sales,Sell - Pre registration,2016-02-22,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,335,Nad Al Shiba First,THE POLO RESIDENCE - D6,1538.0,THE POLO RESIDENCE,Meydan,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,84.92,1014562.0,11947.27,,,2.0,1.0,0.0,2016-02,2,Winter
1-102-2019-2241,102,1,Sales,Sell - Pre registration,2019-02-18,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,447,Al Khairan First,ADDRESS HARBOUR POINT TOWER 2,1870.0,ADDRESS HARBOUR POINT,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,2 B/R,1,102.41,2892888.0,28248.1,,,1.0,1.0,0.0,2019-02,2,Winter
1-110-2010-2202,110,1,Sales,Lease to Own Registration,2010-08-09,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Burj Views Tower C,1451.0,BURJ VIEWS,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,72.74,866888.0,11917.62,,,2.0,2.0,2.0,2010-08,8,Summer
1-102-2013-15472,102,1,Sales,Sell - Pre registration,2013-12-31,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,462,Madinat Al Mataar,TENORA,299.0,TENORA,Dubai World Central,Expo 2020 Site,,,1 B/R,1,71.39,949530.0,13300.6,,,1.0,1.0,0.0,2013-12,12,Winter
1-11-2022-19577,11,1,Sales,Sell,2022-08-16,3,Unit,60.0,Flat,Residential,1,Existing Properties,409,Al Barshaa South Third,SYANN PARK 1,295.0,SYANN PARK1,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,75.85,450000.0,5932.76,,,1.0,1.0,0.0,2022-08,8,Summer
1-102-2011-2108,102,1,Sales,Sell - Pre registration,2011-06-02,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,THE DUBAI MALL RESIDENCES,1461.0,THE DUBAI MALL,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,75.25,900000.0,11960.13,,,1.0,1.0,0.0,2011-06,6,Summer
1-11-2013-22855,11,1,Sales,Sell,2013-07-24,3,Unit,60.0,Flat,Residential,1,Existing Properties,467,Wadi Al Safa 5,Skycourts Tower E,794.0,SKY COURTS,Residential Complex,IMG World Adventures,,,Studio,1,50.95,330000.0,6476.94,,,1.0,1.0,0.0,2013-07,7,Summer
1-41-2023-11830,41,1,Sales,Delayed Sell,2023-06-21,1,Land,,,Commercial,1,Existing Properties,445,Jabal Ali First,,2262.0,Murooj Al Furjan 2 ,Al Furjan,,,,,0,238.0,2500000.0,10504.2,,,1.0,2.0,0.0,2023-06,6,Summer
2-13-2014-6099,13,2,Mortgages,Mortgage Registration,2014-08-14,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,SANDOVAL GARDEN APARTMENTS 2,251.0,SANDOVAL GARDENS,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,52.96,465000.0,8780.21,,,1.0,1.0,0.0,2014-08,8,Summer
2-13-2017-7868,13,2,Mortgages,Mortgage Registration,2017-09-20,2,Building,,,Other,1,Existing Properties,397,Al Khawaneej Second,,,,,,,,,0,933.06,1977488.0,2119.36,,,1.0,1.0,0.0,2017-09,9,Autumn
1-102-2007-19258,102,1,Sales,Sell - Pre registration,2009-02-18,3,Unit,42.0,Office,Commercial,0,Off-Plan Properties,350,Al Thanyah Fifth,Gold Tower,979.0,AG TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,111.02,1067400.0,9614.48,,,1.0,1.0,0.0,2009-02,2,Winter
2-13-2019-6725,13,2,Mortgages,Mortgage Registration,2019-10-07,1,Land,,,Other,1,Existing Properties,397,Al Khawaneej Second,,,,,,,,,0,929.64,800000.0,860.55,,,1.0,1.0,0.0,2019-10,10,Autumn
1-133-2016-1113,133,1,Sales,Development Registration,2016-08-25,2,Building,,,Industrial,1,Existing Properties,454,Saih Shuaib 3,,,,Dubai Industrial City,Al Makhtoum International Airport,,,,0,10143.77,9783066.0,964.44,,,0.0,0.0,2.0,2016-08,8,Summer
1-102-2015-3053,102,1,Sales,Sell - Pre registration,2015-03-12,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,Blvd Heights T2,1561.0,BLVD HEIGHTS,Burj Khalifa,Burj Khalifa,Business Bay Metro Station,Dubai Mall,1 B/R,1,86.48,1777888.0,20558.37,,,1.0,1.0,0.0,2015-03,3,Spring
2-39-2015-36,39,2,Mortgages,Development Mortgage,2015-01-26,4,Villa,4.0,Villa,Residential,1,Existing Properties,458,Dubai Investment Park First,,,,Dubai Investment Park First,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,4 B/R,0,840.0,1629832.0,1940.28,,,2.0,0.0,1.0,2015-01,1,Winter
2-810-2019-435,810,2,Mortgages,Lease Finance Registration,2019-08-05,3,Unit,42.0,Office,Commercial,1,Existing Properties,350,Al Thanyah Fifth,PLATINUM TOWER,505.0,PLATINUM TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,98.27,875886.0,8913.06,,,1.0,1.0,0.0,2019-08,8,Summer
1-133-2010-211,133,1,Sales,Development Registration,2010-04-05,3,Unit,60.0,Flat,Residential,1,Existing Properties,484,Nadd Hessa,UNIVERSITY VIEW  B,,,Silicon Oasis,,,,1 B/R,1,79.23,396566.0,5005.25,,,1.0,1.0,0.0,2010-04,4,Spring
